Unnamed: 0,Date,Tweet,latitude,longitude,city,sentiment
11,2022-01-28,".@LORISOKOLPHD, Executive Director of @Womens_eNews &amp; an initiator of #RiseUp4AbortionRights calling on people to see the connections between the assault on abortion rights &amp; other rights that the Christian fascists are also aiming at. #RoeVWade

Join us
https://t.co/Y0oCPlHcsr https://t.co/cH1J2YwitI",40.7128,-74.006,New York City,Negative
12,2022-01-28,".@LORISOKOLPHD, Executive Director of @Womens_eNews &amp; an initiator of #RiseUp4AbortionRights
She told a harrowing story of a young woman who, even while abortion was legal, was afraid to tell her parents she was pregnant &amp; instead tried to use a pencil to induce her own abortion https://t.co/E4OAwG9QSv",40.7128,-74.006,New York City,Negative
13,2022-01-28,"The overturn of #roevswade
Must not be surrendered to. 
We must not capitulate to the woman hating #scotus.
Join us &amp; #resist.

ABORTION ON DEMAND &amp; WITHOUT APOLOGY

Join a nationwide zoom conference this Sun. Jan. 30th
2-4 pm EST/ 11am-1pm PST
Register https://t.co/iixvPWZOLV https://t.co/XTDsh2C4NI",40.7128,-74.006,New York City,Negative
14,2022-01-28,".@MerleHoffman founder &amp; CEO of @ChoicesWMedical &amp; an initiator of #RiseUp4AbortionRights spoke of her experience providing abortions for fifty years &amp; the need to rise in struggle now to protect this right. #RoeVWade #AbortionRights

visit: https://t.co/Y0oCPlHcsr for the speech https://t.co/ZSU4gqs6rD",40.7128,-74.006,New York City,Neutral
15,2022-01-28,@Mr__Inc me either there is just certain things from republicans i can't tolerate. the abortion argument is one example.,40.7128,-74.006,New York City,Negative
16,2022-01-28,"5. Based on the above, we contend that politicians who support legality of abortion don’t represent the Orthodox Church. For example, New York State senator Andrew Gounardes who continues to claim that he is an Orthodox Christian.",40.7128,-74.006,New York City,Negative
17,2022-01-28,"Then the wrath of God falls upon the whole nation, that it may be chastened.”), Orthodox Christians cannot support legality of abortion.  As Hieromartyr Daniel Sysoev witnessed, those who justify legality of abortion just pretend that they are Orthodox Christians.",40.7128,-74.006,New York City,Negative
18,2022-01-28,"we reaffirm that abortion cannot be justified, and then the Orthodox Church can never support the pro-choice position that a mother has the right to kill her unborn child.",40.7128,-74.006,New York City,Negative
19,2022-01-28,"“When Elizabeth heard Mary’s greeting, the baby leaped in her womb…” – See Luke 1:41) and the Holy Tradition (Canon 91 of the Quinisext Ecumenical Council (691 A.D.), decreed that people ""who furnish drugs for the purpose of procuring abortion,",40.7128,-74.006,New York City,Neutral
20,2022-01-28,"• and the pro-choice statement supported by the GOARCH Press Office (“A hierarch who defends a woman’s right to decide for herself, even if she chooses abortion. So rare in the Church that it ends up being touching.”),",40.7128,-74.006,New York City,Neutral
21,2022-01-28,It literally blows my mind how many republicans are anti-abortion yet also anti-social safety net. It’s a giant fuck you to all women.,40.7128,-74.006,New York City,Negative
22,2022-01-27,"Start Organizing NOW for March 8th
Nationwide marches &amp; rallies to force our demand that women not be slammed backwards.
ABORTION ON DEMAND
&amp; WITHOUT APOLOGY

Join the #RiseUp4AbortionRights
Zoom Conference

Sun. Jan 30th
2-4 pm EST

Register here
https://t.co/KigosxcDxP https://t.co/Nd9HMxODhC",40.7128,-74.006,New York City,Neutral
23,2022-01-26,BISHOP IRINEJ OF THE SERBIAN ORTHODOX CHURCH SPEAKS ON THE ISSUE OF ABORTION,40.7128,-74.006,New York City,Neutral
24,2022-01-26,@elliespetweasel @Zoeybaby09 Like manny’s abortion was literally banned from airing what are they talking about,40.7128,-74.006,New York City,Negative
25,2022-01-26,@PassionateFanPH Would love to see a single candidate who can confidently and assertively state that abortion is a women’s health issue and we need to ensure safe access,40.7128,-74.006,New York City,Neutral
26,2022-01-25,"On the feast of the Conversion of St. Pail, please pray for miracles of conversion here and wherever abortion touches. Conversion and life and love and hope and healing. Miracles, please, God we beg you! https://t.co/wa9xgJtNa4",40.7128,-74.006,New York City,Positive
27,2022-01-24,"AT&amp;T represented almost one-third of the caucus' total fundraising for the period. 

On December 14, 2021, AT&amp;T's PAC donated $30,000 to House Speaker Dade Phelan (R), who marshaled Texas' abortion ban through the House.",40.7128,-74.006,New York City,Neutral
28,2022-01-24,"AT&amp;T donated $50,000 directly from its corporate treasury to the Texas Senate Republican Caucus. All 18 Republican members of the Texas Senate voted in favor of Texas' abortion ban. If just four had opposed, the bill would not have become law.

https://t.co/51LxzwVjWm",40.7128,-74.006,New York City,Neutral
29,2022-01-24,"@Timcast If a wife choses to get an abortion, a husband should have all the rights to divorce said woman. Why should he trust her if she can just exercise that right at a whim?",40.7128,-74.006,New York City,Negative
30,2022-01-23,"@rlgriebe Not every woman have the option,I had a father and a boyfriend bully her into abortion by telling her he would cut her off, no money, placed to live, if she dud nit get an abortion stay college, boyfriend end relationship She did terminate with a lot guilty, but no live,money 18.",40.7128,-74.006,New York City,Negative
31,2022-01-23,"Join our friends at The Latina Institute NY, Girls for Gender Equity (GGE), and NAPAWF NYC and I tomorrow, 1/24 @ 6:30 PM for a radical celebration of BIPOC abortion stories! Zoom details will be emailed the day of the event if you register.

Please RSVP! https://t.co/uvwUGmDdJ0 https://t.co/tX1S4DzLdw",40.7128,-74.006,New York City,Positive
32,2022-01-23,"@NRafter This group takes abortion rights very seriously, like many pro-choice spiritual leaders do, as far as we can tell. @nycforabortion, anything to add / correct?",40.7128,-74.006,New York City,Neutral
33,2022-01-23,@NRafter The abortion demos?,40.7128,-74.006,New York City,Neutral
34,2022-01-23,"""God loves abortion,"" a projection on St. Patrick's Cathedral reads.",40.7128,-74.006,New York City,Negative
35,2022-01-23,"I have spent my life fighting for #reproductivejustice, especially for Latina/xs, BIPOC, immigrants, trans &amp; non-binary folks, who have often been marginalized from access to abortion care. 

On #Roe49, I double down on my fight for #AbortionJustice (1/2)

📸@lehrhaupt_photo https://t.co/ze0HhdIRej",40.7128,-74.006,New York City,Neutral
36,2022-01-23,"Today is the 49th anniversary of Roe v. Wade. 

We might not get to mark the 50th anniversary. 

So we must protect reproductive rights by defending a woman’s right to choose &amp; supporting organizations that protect the right to safe, legal abortions.",40.7128,-74.006,New York City,Neutral
37,2022-01-22,"@GelinMikael @TheBrenner1 @PeterSweden7 And no one is ""pro abortion""....it is an issue of choice, that affects no one but two people involved.",40.7128,-74.006,New York City,Negative
38,2022-01-22,@jaylowdub02 @ForrestBennett Did you use the phrase irresponsible ejaculation? Who's allowing herself to be ejaculated into? Most women's lives are not at risk during childbirth. Most women aren't getting abortion because they just aren't ready to be a mother. They use it as birth control. Continued...,40.7128,-74.006,New York City,Negative
39,2022-01-22,"I see Dems are polling low so it's time to bring back the good old divisive abortion issue.  So tired of wedge issues just to keep us arguing.

This is the 2nd Governor on my feed to raise the issue today.",40.7128,-74.006,New York City,Negative
40,2022-01-22,"On January 22, 1973 the Supreme Court made the right to choose the law of the land through #RoeVWade. Every day since that decision, there has been a widespread effort to try to outlaw, or make getting an abortion as difficult as possible. 

Don’t take Roe v Wade for granted.",40.7128,-74.006,New York City,Neutral
41,2022-01-22,"Another thing, how about the same energy for vaccines? My body, my choice applies to this too not just abortions.",40.7128,-74.006,New York City,Negative
42,2022-01-22,The Anti-Abortion Crusade For The Filibuster  https://t.co/Zu0tGiH0x4,40.7128,-74.006,New York City,Neutral
43,2022-01-22,The Anti-Abortion Crusade For The Filibuster  https://t.co/Lio34R3lxb,40.7128,-74.006,New York City,Neutral
44,2022-01-22,The Anti-Abortion Crusade For The Filibuster  https://t.co/zfIXGGPOFq,40.7128,-74.006,New York City,Neutral
45,2022-01-22,The Anti-Abortion Crusade For The Filibuster  https://t.co/n7pbkCHCV7,40.7128,-74.006,New York City,Neutral
46,2022-01-22,"If abortion had been legal when I was born, I probably wouldn't exist. I was adopted at birth. I still support a woman's right to choose! I am definitely one of the 69% of Americans who OPPOSE the Supreme Court overturning Roe v. Wade.",40.7128,-74.006,New York City,Neutral
47,2022-01-22,CALL JANE: When you get your tonsils removed you get ice cream. When you get an abortion you get a bowl of spaghetti. #Sundance2022 https://t.co/XFsYEVbpC2,40.7128,-74.006,New York City,Neutral
48,2022-01-21,"It’s not enough to just keep abortion legal. We must ensure abortion care is affordable and available, too. #Roe49.

I have legislation that addresses this. My bill, A7573, would change regulations so that abortions can be provided anywhere maternity care is provided. https://t.co/pyoxuS45J1",40.7128,-74.006,New York City,Neutral
49,2022-01-21,"So.... exactly what is the process for impeaching and removing supreme court justices?
Supreme Court Lets Texas Abortion Law Stay in Effect, for Now https://t.co/fo6fjrflyP",40.7128,-74.006,New York City,Neutral
50,2022-01-21,@WalshFreedom @GovRonDeSantis Whether or not a woman wants an abortion is a private matter. Not telling people if you received the booster is politics,40.7128,-74.006,New York City,Neutral
51,2022-01-20,"SCOTUS: “Here’s a defendant you can sue to block the unconstitutional abortion ban!”

“Great, thanks! But the 5th circuit isn’t letting that happen. Can you please make them comply?”

SCOTUS: “Um no.”

“Why not?”

SCOTUS: …",40.7128,-74.006,New York City,Negative
52,2022-01-20,"@CapehartJ This racist turtle is going to blow up the #filibuster as soon as they are back in power. #Abortion rights, #lgbtq rights, and #healthcare are on the chopping block.",40.7128,-74.006,New York City,Negative
53,2022-01-19,One day Jamaica will make abortions legal. In the meantime please check out what one of our locally elected female politicians is wearing to the Parliament today. #BePositive  guys 🙄🙄,40.7128,-74.006,New York City,Neutral
54,2022-01-19,"Facist Arizona Republicans Introduce Texas-Style Abortion Ban
https://t.co/GY3IUTeP94",40.7128,-74.006,New York City,Negative
55,2022-01-18,Abortion up to the moment of birth says what?,40.7128,-74.006,New York City,Neutral
56,2022-01-18,"And here we are a week later and still no action from SCOTUS—on the day a 5th circuit panel voted 2-1 to jam up the works again by getting the TX state supreme court involved. 

Four and a half months and counting  of abortion rights nullified in Texas.",40.7128,-74.006,New York City,Negative
57,2022-01-18,"Undoing abortion rights is, in fact, why President Ronald Reagan appointed Judge Edith Jones to the Fifth Circuit.",40.7128,-74.006,New York City,Neutral
58,2022-01-16,This games a wrap. NFL doesn't need additional playoff teams. Eagles and Pats had no business playing in these games. Anyways. @nafyboy13 take a 🚶‍♂️to the 🪟 for me. Prob only one you take for me during this game #abortion #gmbets #gmprops https://t.co/BtXflipJIj,40.7128,-74.006,New York City,Negative
59,2022-01-15,"Ah, I see Abortion Bro™ blocked me.

No great loss.",40.7128,-74.006,New York City,Negative
60,2022-01-14,"Abortion isn’t a right, but do go on.",40.7128,-74.006,New York City,Neutral
61,2022-01-14,"@annmarievazja Good Morning

- Abortion
- Immigration reform
- Nationalization of JPS",40.7128,-74.006,New York City,Neutral
62,2022-01-13,I just remember a girl recounting the entire manny abortion episode at a sleepover because you couldn’t watch it in the US,40.7128,-74.006,New York City,Negative
63,2022-01-13,Just in case you're wondering what's wrong with abortion...,40.7128,-74.006,New York City,Negative
64,2022-01-12,"@seanhannity Mr Hannity. How  can liberals believe so deeply in ""my body my choice"" to justify abortion but when I try to use the same to explain that vaccination is my decision I am just crazy?",40.7128,-74.006,New York City,Negative
65,2022-01-11,"Would you like to see what national firearm concealed-carry, national right-to-work laws, and a national ban on abortion after the first trimester looks like?",40.7128,-74.006,New York City,Neutral
66,2022-01-10,"It has been one week since TX abortion providers filed this petition along w a plea to expedite its consideration. No word from SCOTUS, which means it’s considering the matter with all deliberate speed while Roe remains suspended for 7m Texans",40.7128,-74.006,New York City,Neutral
67,2022-01-10,Israel has abortion laws that are too liberal.,40.7128,-74.006,New York City,Negative
68,2022-01-10,"I make no secret of my vehement antiabortion views and the belief that abortion should be unlawful in all cases save the imminent risk to the life of the mother. But from a purely jurisprudential standpoint, Roe v. Wade, Doe v. Bolton, and Planned Parenthood v. Casey are poison.",40.7128,-74.006,New York City,Negative
69,2022-01-10,"@razibkhan @mattyglesias @espiers I can back up my neighbor @espiers on the Southern Baptists, as I've ruined many a Christmas dinner with my strong views on abortion rights. By the way, we're WASPs, too, Razib, just not Episcopal.",40.7128,-74.006,New York City,Negative
70,2022-01-10,"@julianku I actually appreciated LeDuc being very 'diplomatic' in this interview. He voiced both US and China have its own H.R. issues. He specifically named Health Care, Abortion Right, Trans Right issues in the U.S., he should have gone even further to include rampant racism since 2016.",40.7128,-74.006,New York City,Positive
71,2022-01-08,"Get ready for lots of SCOTUS news in the next 2-3 days:
- whether fed govt can implement vaccine mandates for lg businesses &amp; healthcare workers
- whether case against TX abortion law can move forward or remain stalled
- whether Court takes case designed to end affirmative action",40.7128,-74.006,New York City,Neutral
72,2022-01-04,"Before the day ended wanted to wish a Happy Birthday to @CarlinaRivera! 🥳 Whether it was the Census, abortion access, or supporting the repeal of the #WalkingWhileTrans Ban I've admired your leadership, Councilwoman. I still remember our first convo on the LES. Proud of you. https://t.co/Odkw2pGN1Q",40.7128,-74.006,New York City,Positive
73,2022-01-04,"@montanugh @Prolife_Sam Let me be clear: pro life excludes NO ONE. However if the woman's life is in danger, our first answer is to do what we can to save both lives and provide best care. Abortion should NEVER be an answer in such cases because it takes away a life.",40.7128,-74.006,New York City,Negative
74,2022-01-03,"@msfoundation Absolutely! It's also a men's issue. I am thankful that my partner sat next to me and held my hand during my #abortion, and I recognize the experience impacted both of us. I'm so grateful for @PPFA @PPact #NY for being there for us. #abortionishealthcare",40.7128,-74.006,New York City,Positive
75,2022-01-03,Ya bitches be having abortion ass pussies . Lmaooo,40.7128,-74.006,New York City,Negative
76,2022-01-02,@Hunter_Hagen420 @NekoPunkBoyUwU I call myself the abortion that got away,40.7128,-74.006,New York City,Neutral
77,2022-01-02,"In every district Trumpist havev added a Troll to play the part of new Legislator, to atar rewritting ther  state 
laws from abortion to voting rules to make harder to vote each state.
#Whatchaout4NextTrump
#LegislatorTroll 

https://t.co/Y1t1kqdzqN",40.7128,-74.006,New York City,Negative
78,2022-01-02,"@hilzoy Right. So the issue isn’t the tests, it’s  abortion policy.",40.7128,-74.006,New York City,Negative
79,2022-01-02,"There would be some wiggle room for these creeps to claim that they were Catholic but took an extremely libertarian position on abortion, but actually cheering abortions should put the lie to that idea. https://t.co/l7pVtT6PHz",40.7128,-74.006,New York City,Negative
80,2022-01-01,@DonnerKay They're too busy preventing abortions which they think will help women &amp; children in poverty. 🤦‍♂️,40.7128,-74.006,New York City,Negative
81,2022-01-01,"It has been said that mid-term to late-term abortion needs to be available because amniocentesis isn’t available earlier.

Putting aside that aborting a correctly-diagnosed child with disabilities would be terrible... how many are being snuffed out because of misdiagnoses?",40.7128,-74.006,New York City,Negative
82,2022-01-01,First morning of 2022 is the First Saturday of the month. Prayed for an end to abortion outside a closed (for the day) Planned Parenthood #WitnessforLife https://t.co/s4QV99TA2J,40.7128,-74.006,New York City,Neutral
83,2022-01-01,@Pontifex Lost all faith in your teaching by your failure to stop Biden from communion because of his stance on abortion shame on you,40.7128,-74.006,New York City,Negative
84,2022-01-01,#abortion #antiabortion,40.7128,-74.006,New York City,Neutral
85,2022-02-28,"Let’s be clear: The outcome of today’s #WHPA vote DOES NOT reflect the will of the people. We’ll keep fighting for abortion access until Congress ensures all people can access the vital health care they need, including abortion. #ActforAbortionAccess",40.7128,-74.006,New York City,Negative
86,2022-02-28,"Reposting this⤵️🧵AGAIN ahead of the US Senate’s vote on the Women’s Health Protection Act (WHPA). The vote likely won’t go our way but we will keep fighting until all of us have full, unencumbered access to abortion and reproductive healthcare.",40.7128,-74.006,New York City,Neutral
87,2022-02-28,This NPR story on how the Texas abortion ban is devastating to Texans’ health and autonomy is just infuriating. And there are countless stories like these nobody will hear about https://t.co/x2rRH5oCju,40.7128,-74.006,New York City,Negative
88,2022-02-28,@hbomax being down rn is the closest thing I’ve ever had to a full mental breakdown. I’m throwing shit like a feral animal. I just threatened to stab my roommate. Broke a wine glass and started eating it. FIX IT YOU FUCKING FAILED ABORTION OF AN APP.,40.7128,-74.006,New York City,Negative
89,2022-02-28,"It's time to put it on the line for abortion rights. March 8. No school. No work. #IWD2022
#RiseUp4AbortionRights

Sign up https://t.co/Y0oCPlHcsr https://t.co/SFVeLthj7G",40.7128,-74.006,New York City,Neutral
90,2022-02-27,@pigeon_abortion i have never met a single person from north dakota,40.7128,-74.006,New York City,Negative
91,2022-02-27,I believe in plan bs and abortions …,40.7128,-74.006,New York City,Negative
92,2022-02-27,"I think instead of paying for all these abortions, I’m gonna start saving my semen like Kevin Gates…",40.7128,-74.006,New York City,Negative
93,2022-02-27,"There’s a big messy case about the power of the EPA coming to SCOTUS on Monday that risks being overshadowed by the abortion, guns, voting rights, religion &amp;c cases — but it’s v much worth your attention 

(mini thread)",40.7128,-74.006,New York City,Neutral
94,2022-02-27,"SAY HER NAME!

BECKY BELL!

SAY HER NAME!

GERRI SANTORO

At tomorrow's speak out, volunteer to hold one of these 5 ft tall images of women whom died from unsafe abortions. 
https://t.co/GrOqw2olg8 https://t.co/1hYjnzqFAH",40.7128,-74.006,New York City,Negative
95,2022-02-26,@wupton What did Abortion Bro™ say? I’m blocked.,40.7128,-74.006,New York City,Negative
96,2022-02-26,"Why Jim Fouratt is Speaking Out 4 Abortion Rights at St. Patrick's Cathedral in NYC
Sun. Feb 27th, 1:30pm
#RiseUp4AbortionRights

Feat: @MerleHoffman, Araceli Herrera, @SunsaraTaylor @LORISOKOLPHD @cyberamaris @MichelleXai @Kristin4Harlem

More info here
https://t.co/cms1PKuFqq https://t.co/viE4jXSEkb",40.7128,-74.006,New York City,Neutral
97,2022-02-26,Save the Babies. Also please tell young girls and women who are not sure if they should have their abortion and who do not know the horrific Truth about Abortion please Let them know the Truth.,40.7128,-74.006,New York City,Negative
98,2022-02-26,"A Student travelling from DC to join the Speak Out tomorrow said

""I stand with abortion rights because losing my bodily autonomy is not something I am ever willing to sacrifice &amp; no human should either.""

Donate to help cover the Bus fare &amp; materials
https://t.co/9ZyGP1YVzT",40.7128,-74.006,New York City,Negative
99,2022-02-26,"I interrupt your regularly scheduled doom scrolling to remind you that Texas has now declared open season on trans kids, on top of the snitch network they built to rat on folks who get abortion. This sets human rights in the state back decades. This is the future the GOP wants.",40.7128,-74.006,New York City,Negative
100,2022-02-26,"BREAK THE SILENCE- SPEAK OUT FOR ABORTION RIGHTS!

NYC
Sun. Feb 27th, 1:30pm
@ St. Patrick's Cathedral

Feat: @MerleHoffman, Araceli Herrera, @SunsaraTaylor @LORISOKOLPHD @cyberamaris @MichelleXai @REELDEALMOVIES @Kristin4Harlem

More info &amp; volunteer here
https://t.co/cms1PKuFqq https://t.co/nJHGZ493NQ",40.7128,-74.006,New York City,Neutral
101,2022-02-25,@FlashReport come on man. i'm so sick of republicans claiming they don't legislate from the bench. find me a textual interpretation of upholding the texas vigilante abortion law (and 100 other decisions) and then convince me they aren't ideologically motivated. good luck.,40.7128,-74.006,New York City,Negative
102,2022-02-25,"BREAK THE SILENCE- SPEAK OUT FOR ABORTION RIGHTS!

NYC
Sunday, Feb 27th, 1:30 pm
@ St. Patrick's Cathedral

Feat: @MerleHoffman, Aracelli Herrera, @SunsaraTaylor @CouncilwomanKrj @cyberamaris @MichelleXai , Jim Fouratt

 More info, speak, volunteer here
https://t.co/cms1PKuFqq https://t.co/OpXT17cq5t",40.7128,-74.006,New York City,Neutral
103,2022-02-25,"@RussellMilner7 @KristanHawkins I’m a Christian, raised in the Southern Baptist Church. At 14yo, I watched our pastor give one of many fiery sermons against abortion. But that Sunday was different, because I knew firsthand he had personally taken his 16yo daughter to have an abortion, the night before.",40.7128,-74.006,New York City,Neutral
104,2022-02-25,"@RussellMilner7 @KristanHawkins Legal abortion is nothing more than removing a parasite from a host. Before 21 weeks, a fetus *is not conscious*. 

The only depravity surrounding abortion is the truly depraved “Christian” leaders who make sure “their women” can always get a secret abortion, whenever necessary.",40.7128,-74.006,New York City,Negative
105,2022-02-25,@1madmacflier @nevacomply @michellmybell1 @BigotsBlow @PigPenTrump @UseLogicPlease1 @IanIsNotMyName @flatheadcoupe1 @GhostOfChad1 @ZeroDarkKitty @Bonniestillhere @FECKFECK611 @theresamtequil1 @john07014099 @LadyOfTheOcean1 @CrayonShy @SoyBoyRoy1 @RealDoctorT @TragicEra @WeaponsofMassD @TrumpLOST5 @WithLovingCare_ @Flattielover @realist1968 @TomDoubting @CheaperColor @Jennie_SC1 @ThePoorMan95 @PRM13001813 @GrieveNSpin @drdeblk @lizstl13 @AmarisPixie @dogsneck @emmanue00857463 @FUatJackDorsey @DaniTrump2020 @echarlotte5525 @BearClaws5 @Blackhearted59 @DeplosGhost @3DIian @george_geranios @yesisworld @MFKNOMAR @TallybanJoe @AggressiveDem @Monstersexdee @Executionnow @timothyjamessos God forbid we leave alone the abortion of January 6. We won’t. Price has to be paid now.,40.7128,-74.006,New York City,Negative
106,2022-02-25,"ABORTION RIGHTS SPEAK OUT!
Say her name:
Geraldine (Gerry) Santoro

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral

Volunteer for this story, or other needs here https://t.co/cms1PKuFqq https://t.co/z58d2Qrxiq",40.7128,-74.006,New York City,Neutral
107,2022-02-25,"ABORTION RIGHTS SPEAK OUT!

Say her name:
Rosie Jimenez 

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral.

Volunteer for this story, or other needs here https://t.co/cms1PKuFqq https://t.co/dHYxKnn75z",40.7128,-74.006,New York City,Neutral
108,2022-02-25,"ABORTION RIGHTS SPEAK OUT!

Say her name:
Savita Halappanavar

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral.

Volunteer for this story, or other needs here https://t.co/cms1PKuFqq https://t.co/zwguI7tTwW",40.7128,-74.006,New York City,Neutral
109,2022-02-24,"ABORTION RIGHTS SPEAK OUT!

Say her name:
Becky Bell

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral.

Volunteer for this story, or other needs here https://t.co/cms1PKuFqq https://t.co/h6kWtangvN",40.7128,-74.006,New York City,Neutral
110,2022-02-24,"ABORTION RIGHTS SPEAK OUT!
Say her name:
Pauline Roberson Shirley

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral.

Volunteer for this story, or other needs here https://t.co/cms1PKuFqq https://t.co/8dWZbVqM3g",40.7128,-74.006,New York City,Neutral
111,2022-02-24,"ABORTION RIGHTS SPEAK OUT!

Say her name:
Clara Bell Duvall 

Read the stories of women who've died without the legal right to abortion at the speak out
on Sunday, February 27th @ St. Patrick's Cathedral.

Volunteer for this story, or other needs here https://t.co/cms1PKvdfY https://t.co/IheFkOVjTr",40.7128,-74.006,New York City,Neutral
112,2022-02-24,I just read @PennyRed's 2019 piece about abortion in The New Republic and this is one of the best thing I've read my entire life.,40.7128,-74.006,New York City,Positive
113,2022-02-24,The Texas abortion ban created a ‘vigilante’ loophole. Both parties are rushing to take advantage.  https://t.co/E7w00dylwf,40.7128,-74.006,New York City,Negative
114,2022-02-24,The Texas abortion ban created a ‘vigilante’ loophole. Both parties are rushing to take advantage.  https://t.co/E7w00dPWnN,40.7128,-74.006,New York City,Negative
115,2022-02-24,The Texas abortion ban created a ‘vigilante’ loophole. Both parties are rushing to take advantage.  https://t.co/6jlC0x4kz2,40.7128,-74.006,New York City,Negative
116,2022-02-24,The Texas abortion ban created a ‘vigilante’ loophole. Both parties are rushing to take advantage.  https://t.co/kphNtuhA4u,40.7128,-74.006,New York City,Negative
117,2022-02-24,The Texas abortion ban created a ‘vigilante’ loophole. Both parties are rushing to take advantage.  https://t.co/QJiHgn6QFt,40.7128,-74.006,New York City,Negative
118,2022-02-24,"How to fight back:

1. Call congress 202 224 3121 (they’ll direct, call home state, where you live &amp; Texas &amp; Florida) these anti #LGBTQ+ bills are bound to have copycats much like with abortion. Let’s get ahead of them. 

2. #MobilizeForMidterms! Your vote counts especially now.",40.7128,-74.006,New York City,Neutral
119,2022-02-24,"Of course, Jumaane Willams is anti-abortion. He can't have one himself since he can't get pregnant. I feel sorry for any woman that gets with that thug. 🤢🤮",40.7128,-74.006,New York City,Negative
120,2022-02-23,"""I would not have ever conceived my two children, nor would my granddaughters have ever come into existence if I had not been given the option of having an abortion @ 16 y/o."" -Grandmother of 5 granddaughters in Maine
#RiseUp4AbortionRights
Speak Out!👇
https://t.co/cms1PKuFqq https://t.co/vVHW7lXfUi",40.7128,-74.006,New York City,Negative
121,2022-02-23,"In Texas you can be forced to have a child because of abortion restrictions. Then that child could go to school where the gov banned mask mandates. And now if the child is trans, they found a way to criminalize that. But ya pro-life right?????????",40.7128,-74.006,New York City,Negative
122,2022-02-23,Tell Senator Schumer to stop radical federal abortion bill https://t.co/ugCC1OqJNT,40.7128,-74.006,New York City,Negative
123,2022-02-23,"@jfitzgeraldMD Important! Get w @riseup4abortion 
We need to create an atmosphere in society where the women hating fascists in the Supreme Court feel they can't take the right to abortion away because the decent people who refuse to see women &amp; others enslaved, are in the streets raising hell!",40.7128,-74.006,New York City,Negative
124,2022-02-22,"NYC IT'S TIME TO TURN OUT FOR ABORTION RIGHTS.

DM us to pick up posters, flyers &amp; stickers to cover the city.

Donate: we are at $11,478 of our $20,000 goal of the triple donation challenge. 19 hrs left!

Can you give $3, $30, $300?
Donate here https://t.co/kDvmqILyx0 https://t.co/Xpzd5AwNWP",40.7128,-74.006,New York City,Neutral
125,2022-02-22,@marage101 @_quikfingers_ @ImmaMuteYa @DemocracyPureed @FoxNews @TuckerCarlson It's not discouraged either. Why are most abortions preformed on black women? Why doesn't BLM speak up about those lives? Something should be done to curtail abortions in all communities.,40.7128,-74.006,New York City,Negative
126,2022-02-22,But Dominican Rep is not even ready for legal abortion. They lack in sex education,40.7128,-74.006,New York City,Negative
